index,timestep,node,net_export
2951,t0005,n6841,0.0
2952,t0005,n6842,0.0
2953,t0005,n6843,0.0
2954,t0005,n6844,0.0
2955,t0005,n6845,0.0
2956,t0005,n6846,0.0
2957,t0005,n6847,0.0
2942,t0005,n5725,0.0
2941,t0005,n5724,0.0
2940,t0005,n5722,0.0
2939,t0005,n5718,0.0
2923,t0005,n5686,0.0
2924,t0005,n5687,0.0
2925,t0005,n5688,0.0
2926,t0005,n5689,0.0
2927,t0005,n5690,0.0
2928,t0005,n5692,0.0
2929,t0005,n5693,0.0
2958,t0005,n6848,0.0
2930,t0005,n5694,0.0
2932,t0005,n5696,0.0
2933,t0005,n5697,0.0
2934,t0005,n5702,-566.7766666666666
2935,t0005,n5710,0.0
2936,t0005,n5711,0.0
2937,t0005,n5713,0.0
2938,t0005,n5714,0.0
2931,t0005,n5695,0.0
2921,t0005,n5684,0.0
2959,t0005,n6849,0.0
2961,t0005,n6851,0.0
2982,t0005,n7280,0.0
2983,t0005,n7281,0.0
2984,t0005,n7282,0.0
2985,t0005,n7486,0.0
2986,t0005,n7487,0.0
2987,t0005,n7489,0.0
2988,t0005,n7610,0.0
2989,t0005,n7637,0.0
2990,t0005,n7641,0.0
2991,t0005,n7649,0.0
2992,t0005,n7652,0.0
2993,t0005,n7653,0.0
2994,t0005,n7672,0.0
2995,t0005,n7681,0.0
2996,t0005,n7682,0.0
2981,t0005,n7279,0.0
2980,t0005,n7278,0.0
2979,t0005,n7277,0.0
2978,t0005,n7276,0.0
2962,t0005,n6852,0.0
2963,t0005,n6853,0.0
2964,t0005,n6854,0.0
2965,t0005,n7151,0.0
2966,t0005,n7261,0.0
2967,t0005,n7264,0.0
2968,t0005,n7266,0.0
2960,t0005,n6850,0.0
2969,t0005,n7267,0.0
2971,t0005,n7269,0.0
2972,t0005,n7270,0.0
2973,t0005,n7271,0.0
2974,t0005,n7272,0.0
2975,t0005,n7273,0.0
2976,t0005,n7274,0.0
2977,t0005,n7275,0.0
2970,t0005,n7268,0.0
3074,t0005,n8066,0.0
2767,t0005,n4729,0.0
2765,t0005,n4727,0.0
2556,t0005,n4505,0.0
2557,t0005,n4506,0.0
2558,t0005,n4507,0.0
2559,t0005,n4508,0.0
2560,t0005,n4509,0.0
2561,t0005,n4510,0.0
2562,t0005,n4511,0.0
2563,t0005,n4512,0.0
2564,t0005,n4513,0.0
2565,t0005,n4514,0.0
2566,t0005,n4515,0.0
2567,t0005,n4516,0.0
2568,t0005,n4517,0.0
2569,t0005,n4518,0.0
2570,t0005,n4519,0.0
2555,t0005,n4504,0.0
2571,t0005,n4520,0.0
2554,t0005,n4503,0.0
2552,t0005,n4501,0.0
2537,t0005,n3512,-1525.4623321554766
2538,t0005,n3520,-762.7311660777383
2539,t0005,n3581,-390.2528301886792
2540,t0005,n3587,-56.48396226415094
2541,t0005,n3610,-195.1264150943396
2542,t0005,n3735,-2485.96
2543,t0005,n3739,-621.49
2544,t0005,n3827,-621.49
2545,t0005,n3848,0.0
2546,t0005,n4494,-766.395
2547,t0005,n4496,0.0
2548,t0005,n4497,0.0
2549,t0005,n4498,0.0
2550,t0005,n4499,0.0
2551,t0005,n4500,0.0
2553,t0005,n4502,0.0
2572,t0005,n4521,0.0
2573,t0005,n4522,0.0
2574,t0005,n4523,0.0
2595,t0005,n4544,0.0
2596,t0005,n4545,0.0
2597,t0005,n4546,0.0
2598,t0005,n4547,0.0
2599,t0005,n4548,0.0
2600,t0005,n4549,0.0
2601,t0005,n4550,0.0
2602,t0005,n4551,0.0
2603,t0005,n4552,0.0
2604,t0005,n4553,0.0
2605,t0005,n4554,0.0
2606,t0005,n4555,0.0
2607,t0005,n4556,0.0
2608,t0005,n4557,0.0
2609,t0005,n4558,0.0
2594,t0005,n4543,0.0
2593,t0005,n4542,0.0
2592,t0005,n4541,0.0
2591,t0005,n4540,0.0
2575,t0005,n4524,0.0
2576,t0005,n4525,0.0
2577,t0005,n4526,0.0
2578,t0005,n4527,0.0
2579,t0005,n4528,0.0
2580,t0005,n4529,0.0
2581,t0005,n4530,0.0
2535,t0005,n3505,0.0
2582,t0005,n4531,0.0
2584,t0005,n4533,0.0
2585,t0005,n4534,0.0
2586,t0005,n4535,0.0
2587,t0005,n4536,0.0
2588,t0005,n4537,0.0
2589,t0005,n4538,0.0
2590,t0005,n4539,0.0
2583,t0005,n4532,0.0
2610,t0005,n4559,0.0
2534,t0005,n3504,0.0
2532,t0005,n3502,0.0
2478,t0005,n3321,0.0
2479,t0005,n3322,0.0
2480,t0005,n3323,0.0
2481,t0005,n3324,0.0
2482,t0005,n3348,-551.9765017667844
2483,t0005,n3453,0.0
2484,t0005,n3454,0.0
2485,t0005,n3455,0.0
2486,t0005,n3456,0.0
2487,t0005,n3457,0.0
2488,t0005,n3458,0.0
2489,t0005,n3459,0.0
2490,t0005,n3460,0.0
2491,t0005,n3461,0.0
2492,t0005,n3462,0.0
2477,t0005,n3320,0.0
2493,t0005,n3463,0.0
2476,t0005,n3319,0.0
2474,t0005,n3317,0.0
2766,t0005,n4728,0.0
2460,t0005,n3303,0.0
2461,t0005,n3304,0.0
2462,t0005,n3305,0.0
2463,t0005,n3306,0.0
2464,t0005,n3307,0.0
2465,t0005,n3308,0.0
2466,t0005,n3309,0.0
2467,t0005,n3310,0.0
2468,t0005,n3311,0.0
2469,t0005,n3312,0.0
2470,t0005,n3313,0.0
2471,t0005,n3314,0.0
2472,t0005,n3315,0.0
2473,t0005,n3316,0.0
2475,t0005,n3318,0.0
2494,t0005,n3464,0.0
2495,t0005,n3465,0.0
2496,t0005,n3466,0.0
2517,t0005,n3487,0.0
2518,t0005,n3488,0.0
2519,t0005,n3489,0.0
2520,t0005,n3490,0.0
2521,t0005,n3491,0.0
2522,t0005,n3492,0.0
2523,t0005,n3493,0.0
2524,t0005,n3494,0.0
2525,t0005,n3495,0.0
2526,t0005,n3496,0.0
2527,t0005,n3497,0.0
2528,t0005,n3498,0.0
2529,t0005,n3499,0.0
2530,t0005,n3500,0.0
2531,t0005,n3501,0.0
2516,t0005,n3486,0.0
2515,t0005,n3485,0.0
2514,t0005,n3484,0.0
2513,t0005,n3483,0.0
2497,t0005,n3467,0.0
2498,t0005,n3468,0.0
2499,t0005,n3469,0.0
2500,t0005,n3470,0.0
2501,t0005,n3471,0.0
2502,t0005,n3472,0.0
2503,t0005,n3473,0.0
2533,t0005,n3503,0.0
2504,t0005,n3474,0.0
2506,t0005,n3476,0.0
2507,t0005,n3477,0.0
2508,t0005,n3478,0.0
2509,t0005,n3479,0.0
2510,t0005,n3480,0.0
2511,t0005,n3481,0.0
2512,t0005,n3482,0.0
2505,t0005,n3475,0.0
2611,t0005,n4560,0.0
2536,t0005,n3507,0.0
2613,t0005,n4562,0.0
2711,t0005,n4673,0.0
2712,t0005,n4674,0.0
2713,t0005,n4675,0.0
2714,t0005,n4676,0.0
2715,t0005,n4677,0.0
2716,t0005,n4678,0.0
2717,t0005,n4679,0.0
2718,t0005,n4680,0.0
2719,t0005,n4681,0.0
2720,t0005,n4682,0.0
2721,t0005,n4683,0.0
2722,t0005,n4684,0.0
2723,t0005,n4685,0.0
2724,t0005,n4686,0.0
2725,t0005,n4687,0.0
2710,t0005,n4672,0.0
2709,t0005,n4671,0.0
2708,t0005,n4670,0.0
2707,t0005,n4669,0.0
2691,t0005,n4653,0.0
2692,t0005,n4654,0.0
2693,t0005,n4655,0.0
2694,t0005,n4656,0.0
2695,t0005,n4657,0.0
2696,t0005,n4658,0.0
2697,t0005,n4659,0.0
2726,t0005,n4688,0.0
2698,t0005,n4660,0.0
2700,t0005,n4662,0.0
2701,t0005,n4663,0.0
2702,t0005,n4664,0.0
2703,t0005,n4665,0.0
2704,t0005,n4666,0.0
2705,t0005,n4667,0.0
2706,t0005,n4668,0.0
2699,t0005,n4661,0.0
2690,t0005,n4652,0.0
2727,t0005,n4689,0.0
2729,t0005,n4691,0.0
2750,t0005,n4712,0.0
2751,t0005,n4713,0.0
2752,t0005,n4714,0.0
2753,t0005,n4715,0.0
2754,t0005,n4716,0.0
2755,t0005,n4717,0.0
2756,t0005,n4718,0.0
2757,t0005,n4719,0.0
2758,t0005,n4720,0.0
2759,t0005,n4721,0.0
2760,t0005,n4722,0.0
2761,t0005,n4723,0.0
2762,t0005,n4724,0.0
2763,t0005,n4725,0.0
2612,t0005,n4561,0.0
2749,t0005,n4711,0.0
2748,t0005,n4710,0.0
2747,t0005,n4709,0.0
2746,t0005,n4708,0.0
2730,t0005,n4692,0.0
2731,t0005,n4693,0.0
2732,t0005,n4694,0.0
2733,t0005,n4695,0.0
2734,t0005,n4696,0.0
2735,t0005,n4697,0.0
2736,t0005,n4698,0.0
2728,t0005,n4690,0.0
2737,t0005,n4699,0.0
2739,t0005,n4701,0.0
2740,t0005,n4702,0.0
2741,t0005,n4703,0.0
2742,t0005,n4704,0.0
2743,t0005,n4705,0.0
2744,t0005,n4706,0.0
2745,t0005,n4707,0.0
2738,t0005,n4700,0.0
2689,t0005,n4651,0.0
2764,t0005,n4726,0.0
2614,t0005,n4569,-484.8
2634,t0005,n4596,0.0
2635,t0005,n4597,0.0
2636,t0005,n4598,0.0
2637,t0005,n4599,0.0
2638,t0005,n4600,0.0
2639,t0005,n4601,0.0
2640,t0005,n4602,0.0
2641,t0005,n4603,0.0
2642,t0005,n4604,0.0
2643,t0005,n4605,0.0
2644,t0005,n4606,0.0
2645,t0005,n4607,0.0
2646,t0005,n4608,0.0
2647,t0005,n4609,0.0
2648,t0005,n4610,0.0
2632,t0005,n4594,0.0
2649,t0005,n4611,0.0
2631,t0005,n4593,0.0
2629,t0005,n4591,0.0
2688,t0005,n4650,0.0
2615,t0005,n4575,0.0
2616,t0005,n4576,0.0
2617,t0005,n4577,0.0
2618,t0005,n4579,0.0
2619,t0005,n4580,0.0
2620,t0005,n4581,0.0
2621,t0005,n4583,0.0
2622,t0005,n4584,0.0
2623,t0005,n4585,0.0
2624,t0005,n4586,0.0
2625,t0005,n4587,0.0
2626,t0005,n4588,0.0
2627,t0005,n4589,0.0
2628,t0005,n4590,0.0
2630,t0005,n4592,0.0
2650,t0005,n4612,0.0
2633,t0005,n4595,0.0
2652,t0005,n4614,0.0
2672,t0005,n4634,0.0
2673,t0005,n4635,0.0
2674,t0005,n4636,0.0
2675,t0005,n4637,0.0
2676,t0005,n4638,0.0
2678,t0005,n4640,0.0
2679,t0005,n4641,0.0
2680,t0005,n4642,0.0
2681,t0005,n4643,0.0
2682,t0005,n4644,0.0
2683,t0005,n4645,0.0
2684,t0005,n4646,0.0
2685,t0005,n4647,0.0
2686,t0005,n4648,0.0
2651,t0005,n4613,0.0
2671,t0005,n4633,0.0
2670,t0005,n4632,0.0
2677,t0005,n4639,0.0
2687,t0005,n4649,0.0
2653,t0005,n4615,0.0
2669,t0005,n4631,0.0
2655,t0005,n4617,0.0
2656,t0005,n4618,0.0
2657,t0005,n4619,0.0
2658,t0005,n4620,0.0
2659,t0005,n4621,0.0
2660,t0005,n4622,0.0
2654,t0005,n4616,0.0
2662,t0005,n4624,0.0
2663,t0005,n4625,0.0
2664,t0005,n4626,0.0
2665,t0005,n4627,0.0
2666,t0005,n4628,0.0
2667,t0005,n4629,0.0
2668,t0005,n4630,0.0
2661,t0005,n4623,0.0
3482,t0006,n5555,0.0
3483,t0006,n5556,0.0
3484,t0006,n5557,0.0
3485,t0006,n5559,-475.32
3486,t0006,n5572,0.0
3487,t0006,n5579,0.0
3488,t0006,n5591,0.0
3492,t0006,n5598,0.0
3490,t0006,n5596,0.0
3491,t0006,n5597,0.0
3493,t0006,n5599,0.0
3494,t0006,n5602,-62.66393986474135
3495,t0006,n5606,-1257.8977609212209
3481,t0006,n5554,0.0
3489,t0006,n5592,0.0
3480,t0006,n5553,0.0
3462,t0006,n5534,0.0
3478,t0006,n5551,0.0
3496,t0006,n5643,0.0
3463,t0006,n5535,0.0
3464,t0006,n5536,0.0
3465,t0006,n5537,0.0
3466,t0006,n5538,0.0
3467,t0006,n5539,0.0
3468,t0006,n5540,0.0
3479,t0006,n5552,0.0
3469,t0006,n5541,0.0
3471,t0006,n5543,0.0
3472,t0006,n5544,0.0
3473,t0006,n5545,0.0
3474,t0006,n5546,0.0
3475,t0006,n5547,0.0
3476,t0006,n5549,0.0
3477,t0006,n5550,0.0
3470,t0006,n5542,0.0
3497,t0006,n5644,0.0
3534,t0006,n5682,0.0
3499,t0006,n5646,0.0
3520,t0006,n5668,0.0
3521,t0006,n5669,0.0
3522,t0006,n5670,0.0
3523,t0006,n5671,0.0
3524,t0006,n5672,0.0
3525,t0006,n5673,0.0
3526,t0006,n5674,0.0
3527,t0006,n5675,0.0
3528,t0006,n5676,0.0
3529,t0006,n5677,0.0
3530,t0006,n5678,0.0
3531,t0006,n5679,0.0
3532,t0006,n5680,0.0
3533,t0006,n5681,0.0
3461,t0006,n5525,-0.0
3519,t0006,n5667,0.0
3518,t0006,n5666,0.0
3517,t0006,n5665,0.0
3516,t0006,n5664,0.0
3500,t0006,n5647,0.0
3501,t0006,n5648,0.0
3502,t0006,n5649,0.0
3503,t0006,n5650,0.0
3504,t0006,n5651,0.0
3505,t0006,n5653,0.0
3506,t0006,n5654,0.0
3498,t0006,n5645,0.0
3507,t0006,n5655,0.0
3509,t0006,n5657,0.0
3510,t0006,n5658,0.0
3511,t0006,n5659,0.0
3512,t0006,n5660,0.0
3513,t0006,n5661,0.0
3514,t0006,n5662,0.0
3515,t0006,n5663,0.0
3508,t0006,n5656,0.0
3460,t0006,n4855,0.0
3422,t0006,n4769,0.0
3458,t0006,n4852,0.0
3403,t0006,n4750,0.0
3404,t0006,n4751,0.0
3405,t0006,n4752,0.0
3406,t0006,n4753,0.0
3407,t0006,n4754,0.0
3408,t0006,n4755,0.0
3409,t0006,n4756,0.0
3410,t0006,n4757,0.0
3411,t0006,n4758,0.0
3412,t0006,n4759,0.0
3413,t0006,n4760,0.0
3414,t0006,n4761,0.0
3415,t0006,n4762,0.0
3416,t0006,n4763,0.0
3417,t0006,n4764,0.0
3402,t0006,n4749,0.0
3418,t0006,n4765,0.0
3401,t0006,n4748,0.0
3399,t0006,n4746,0.0
3384,t0006,n4731,0.0
3385,t0006,n4732,0.0
3386,t0006,n4733,0.0
3387,t0006,n4734,0.0
3388,t0006,n4735,0.0
3389,t0006,n4736,0.0
3390,t0006,n4737,0.0
3391,t0006,n4738,0.0
3392,t0006,n4739,0.0
3393,t0006,n4740,0.0
3394,t0006,n4741,0.0
3395,t0006,n4742,0.0
3396,t0006,n4743,0.0
3397,t0006,n4744,0.0
3398,t0006,n4745,0.0
3400,t0006,n4747,0.0
3419,t0006,n4766,0.0
3420,t0006,n4767,0.0
3421,t0006,n4768,0.0
3443,t0006,n4790,0.0
3444,t0006,n4791,0.0
3445,t0006,n4793,-78.59555555555556
3446,t0006,n4798,-157.19111111111113
3447,t0006,n4799,-78.59555555555556
3448,t0006,n4800,-39.29777777777778
3449,t0006,n4825,-427.3781132075472
3450,t0006,n4826,-61.85735849056603
3451,t0006,n4836,-579.15
3452,t0006,n4842,-579.15
3453,t0006,n4844,0.0
3454,t0006,n4845,0.0
3455,t0006,n4846,0.0
3456,t0006,n4847,0.0
3457,t0006,n4848,0.0
3442,t0006,n4789,0.0
3441,t0006,n4788,0.0
3440,t0006,n4787,0.0
3439,t0006,n4786,0.0
3423,t0006,n4770,0.0
3424,t0006,n4771,0.0
3425,t0006,n4772,0.0
3426,t0006,n4773,0.0
3427,t0006,n4774,0.0
3428,t0006,n4775,0.0
3429,t0006,n4776,0.0
3459,t0006,n4854,0.0
3430,t0006,n4777,0.0
3432,t0006,n4779,0.0
3433,t0006,n4780,0.0
3434,t0006,n4781,0.0
3435,t0006,n4782,0.0
3436,t0006,n4783,0.0
3437,t0006,n4784,0.0
3438,t0006,n4785,0.0
3431,t0006,n4778,0.0
3536,t0006,n5684,0.0
3383,t0006,n4730,0.0
3538,t0006,n5686,0.0
3636,t0006,n7850,0.0
3637,t0006,n7852,0.0
3638,t0006,n7857,0.0
3639,t0006,n7863,0.0
3640,t0006,n7870,0.0
3641,t0006,n7871,0.0
3642,t0006,n7872,0.0
3643,t0006,n7873,0.0
3644,t0006,n7878,0.0
3645,t0006,n7879,0.0
3646,t0006,n7884,0.0
3647,t0006,n7888,0.0
3648,t0006,n7889,0.0
3649,t0006,n7890,0.0
3650,t0006,n7892,0.0
3635,t0006,n7823,0.0
3651,t0006,n7897,0.0
3634,t0006,n7805,0.0
3632,t0006,n7798,0.0
3617,t0006,n7721,0.0
3618,t0006,n7723,0.0
3619,t0006,n7724,0.0
3620,t0006,n7726,0.0
3621,t0006,n7729,-364.12829921403767
3622,t0006,n7745,0.0
3623,t0006,n7756,0.0
3624,t0006,n7760,0.0
3625,t0006,n7769,0.0
3626,t0006,n7783,0.0
3627,t0006,n7786,0.0
3628,t0006,n7788,0.0
3629,t0006,n7790,0.0
3630,t0006,n7791,0.0
3631,t0006,n7795,0.0
3633,t0006,n7800,0.0
3652,t0006,n7901,0.0
3653,t0006,n7907,0.0
3654,t0006,n7910,0.0
3675,t0006,n8002,0.0
3676,t0006,n8013,0.0
3677,t0006,n8015,0.0
3678,t0006,n8016,0.0
3679,t0006,n8028,0.0
3680,t0006,n8043,0.0
3681,t0006,n8045,0.0
3682,t0006,n8046,0.0
3683,t0006,n8047,0.0
3684,t0006,n8051,0.0
3685,t0006,n8052,0.0
3686,t0006,n8055,0.0
3687,t0006,n8060,0.0
3688,t0006,n8061,0.0
3689,t0006,n8066,0.0
3674,t0006,n7998,0.0
3673,t0006,n7996,0.0
3672,t0006,n7989,0.0
3671,t0006,n7988,0.0
3655,t0006,n7913,0.0
3656,t0006,n7916,0.0
3657,t0006,n7933,0.0
3658,t0006,n7934,0.0
3659,t0006,n7938,0.0
3660,t0006,n7939,0.0
3661,t0006,n7941,0.0
3616,t0006,n7720,0.0
3662,t0006,n7944,0.0
3664,t0006,n7959,0.0
3665,t0006,n7961,-707.305
3666,t0006,n7967,0.0
3667,t0006,n7975,0.0
3668,t0006,n7976,0.0
3669,t0006,n7983,0.0
3670,t0006,n7984,0.0
3663,t0006,n7952,0.0
3615,t0006,n7712,0.0
3614,t0006,n7711,0.0
3613,t0006,n7704,0.0
3559,t0006,n5732,0.0
3560,t0006,n5733,0.0
3561,t0006,n5734,0.0
3562,t0006,n5735,0.0
3563,t0006,n5738,0.0
3564,t0006,n5739,0.0
3565,t0006,n6839,0.0
3566,t0006,n6841,0.0
3567,t0006,n6842,0.0
3568,t0006,n6843,0.0
3569,t0006,n6844,0.0
3570,t0006,n6845,0.0
3571,t0006,n6846,0.0
3572,t0006,n6847,0.0
3573,t0006,n6848,0.0
3558,t0006,n5726,0.0
3557,t0006,n5725,0.0
3556,t0006,n5724,0.0
3555,t0006,n5722,0.0
3539,t0006,n5687,0.0
3540,t0006,n5688,0.0
3541,t0006,n5689,0.0
3542,t0006,n5690,0.0
3543,t0006,n5692,0.0
3544,t0006,n5693,0.0
3545,t0006,n5694,0.0
3574,t0006,n6849,0.0
3546,t0006,n5695,0.0
3548,t0006,n5697,0.0
3549,t0006,n5702,-579.15
3550,t0006,n5710,0.0
3551,t0006,n5711,0.0
3552,t0006,n5713,0.0
3553,t0006,n5714,0.0
3554,t0006,n5718,0.0
3547,t0006,n5696,0.0
3537,t0006,n5685,0.0
3575,t0006,n6850,0.0
3577,t0006,n6852,0.0
3598,t0006,n7281,0.0
3599,t0006,n7282,0.0
3600,t0006,n7486,0.0
3601,t0006,n7487,0.0
3602,t0006,n7489,0.0
3603,t0006,n7610,0.0
3604,t0006,n7637,0.0
3605,t0006,n7641,0.0
3606,t0006,n7649,0.0
3607,t0006,n7652,0.0
3608,t0006,n7653,0.0
3609,t0006,n7672,0.0
3610,t0006,n7681,0.0
3611,t0006,n7682,0.0
3612,t0006,n7688,0.0
3597,t0006,n7280,0.0
3596,t0006,n7279,0.0
3595,t0006,n7278,0.0
3594,t0006,n7277,0.0
3578,t0006,n6853,0.0
3579,t0006,n6854,0.0
3580,t0006,n7151,0.0
3581,t0006,n7261,0.0
3582,t0006,n7264,0.0
3583,t0006,n7266,0.0
3584,t0006,n7267,0.0
3576,t0006,n6851,0.0
3585,t0006,n7268,0.0
3587,t0006,n7270,0.0
3588,t0006,n7271,0.0
3589,t0006,n7272,0.0
3590,t0006,n7273,0.0
3591,t0006,n7274,0.0
3592,t0006,n7275,0.0
3593,t0006,n7276,0.0
3586,t0006,n7269,0.0
3382,t0006,n4729,0.0
3535,t0006,n5683,0.0
3380,t0006,n4727,0.0
3172,t0006,n4506,0.0
3173,t0006,n4507,0.0
3174,t0006,n4508,0.0
3175,t0006,n4509,0.0
3176,t0006,n4510,0.0
3177,t0006,n4511,0.0
3178,t0006,n4512,0.0
3179,t0006,n4513,0.0
3180,t0006,n4514,0.0
3181,t0006,n4515,0.0
3182,t0006,n4516,0.0
3183,t0006,n4517,0.0
3184,t0006,n4518,0.0
3185,t0006,n4519,0.0
3186,t0006,n4520,0.0
3171,t0006,n4505,0.0
3187,t0006,n4521,0.0
3170,t0006,n4504,0.0
3168,t0006,n4502,0.0
3153,t0006,n3520,-815.0771731448763
3154,t0006,n3581,-427.3781132075472
3155,t0006,n3587,-61.85735849056603
3156,t0006,n3610,-213.6890566037736
3157,t0006,n3735,-2682.9866666666667
3158,t0006,n3739,-670.7466666666667
3159,t0006,n3827,-670.7466666666667
3160,t0006,n3848,0.0
3161,t0006,n4494,-707.305
3162,t0006,n4496,0.0
3163,t0006,n4497,0.0
3164,t0006,n4498,0.0
3165,t0006,n4499,0.0
3166,t0006,n4500,0.0
3167,t0006,n4501,0.0
3169,t0006,n4503,0.0
3188,t0006,n4522,0.0
3189,t0006,n4523,0.0
3190,t0006,n4524,0.0
3211,t0006,n4545,0.0
3212,t0006,n4546,0.0
3213,t0006,n4547,0.0
3214,t0006,n4548,0.0
3215,t0006,n4549,0.0
3216,t0006,n4550,0.0
3217,t0006,n4551,0.0
3218,t0006,n4552,0.0
3219,t0006,n4553,0.0
3220,t0006,n4554,0.0
3221,t0006,n4555,0.0
3222,t0006,n4556,0.0
3223,t0006,n4557,0.0
3224,t0006,n4558,0.0
3225,t0006,n4559,0.0
3210,t0006,n4544,0.0
3209,t0006,n4543,0.0
3208,t0006,n4542,0.0
3207,t0006,n4541,0.0
3191,t0006,n4525,0.0
3192,t0006,n4526,0.0
3193,t0006,n4527,0.0
3194,t0006,n4528,0.0
3195,t0006,n4529,0.0
3196,t0006,n4530,0.0
3197,t0006,n4531,0.0
3152,t0006,n3512,-1630.1543462897523
3198,t0006,n4532,0.0
3200,t0006,n4534,0.0
3201,t0006,n4535,0.0
3202,t0006,n4536,0.0
3203,t0006,n4537,0.0
3204,t0006,n4538,0.0
3205,t0006,n4539,0.0
3206,t0006,n4540,0.0
3199,t0006,n4533,0.0
3151,t0006,n3507,0.0
3150,t0006,n3505,0.0
3149,t0006,n3504,0.0
3095,t0006,n3323,0.0
3096,t0006,n3324,0.0
3097,t0006,n3348,-589.858480565371
3098,t0006,n3453,0.0
3099,t0006,n3454,0.0
3100,t0006,n3455,0.0
3101,t0006,n3456,0.0
3102,t0006,n3457,0.0
3103,t0006,n3458,0.0
3104,t0006,n3459,0.0
3105,t0006,n3460,0.0
3106,t0006,n3461,0.0
3107,t0006,n3462,0.0
3108,t0006,n3463,0.0
3109,t0006,n3464,0.0
3094,t0006,n3322,0.0
3093,t0006,n3321,0.0
3092,t0006,n3320,0.0
3091,t0006,n3319,0.0
3075,t0006,n3303,0.0
3076,t0006,n3304,0.0
3077,t0006,n3305,0.0
3078,t0006,n3306,0.0
3079,t0006,n3307,0.0
3080,t0006,n3308,0.0
3081,t0006,n3309,0.0
3110,t0006,n3465,0.0
3082,t0006,n3310,0.0
3084,t0006,n3312,0.0
3085,t0006,n3313,0.0
3086,t0006,n3314,0.0
3087,t0006,n3315,0.0
3088,t0006,n3316,0.0
3089,t0006,n3317,0.0
3090,t0006,n3318,0.0
3083,t0006,n3311,0.0
3226,t0006,n4560,0.0
3111,t0006,n3466,0.0
3113,t0006,n3468,0.0
3134,t0006,n3489,0.0
3135,t0006,n3490,0.0
3136,t0006,n3491,0.0
3137,t0006,n3492,0.0
3138,t0006,n3493,0.0
3139,t0006,n3494,0.0
3140,t0006,n3495,0.0
3141,t0006,n3496,0.0
3142,t0006,n3497,0.0
3143,t0006,n3498,0.0
3144,t0006,n3499,0.0
3145,t0006,n3500,0.0
3146,t0006,n3501,0.0
3147,t0006,n3502,0.0
3148,t0006,n3503,0.0
3133,t0006,n3488,0.0
3132,t0006,n3487,0.0
3131,t0006,n3486,0.0
3130,t0006,n3485,0.0
3114,t0006,n3469,0.0
3115,t0006,n3470,0.0
3116,t0006,n3471,0.0
3117,t0006,n3472,0.0
3118,t0006,n3473,0.0
3119,t0006,n3474,0.0
3120,t0006,n3475,0.0
3112,t0006,n3467,0.0
3121,t0006,n3476,0.0
3123,t0006,n3478,0.0
3124,t0006,n3479,0.0
3125,t0006,n3480,0.0
3126,t0006,n3481,0.0
3127,t0006,n3482,0.0
3128,t0006,n3483,0.0
3129,t0006,n3484,0.0
3122,t0006,n3477,0.0
3227,t0006,n4561,0.0
3381,t0006,n4728,0.0
3228,t0006,n4562,0.0
3325,t0006,n4672,0.0
3326,t0006,n4673,0.0
3327,t0006,n4674,0.0
3328,t0006,n4675,0.0
3329,t0006,n4676,0.0
3330,t0006,n4677,0.0
3331,t0006,n4678,0.0
3332,t0006,n4679,0.0
3333,t0006,n4680,0.0
3334,t0006,n4681,0.0
3335,t0006,n4682,0.0
3336,t0006,n4683,0.0
3337,t0006,n4684,0.0
3338,t0006,n4685,0.0
3339,t0006,n4686,0.0
3324,t0006,n4671,0.0
3340,t0006,n4687,0.0
3323,t0006,n4670,0.0
3321,t0006,n4668,0.0
3306,t0006,n4653,0.0
3307,t0006,n4654,0.0
3308,t0006,n4655,0.0
3309,t0006,n4656,0.0
3310,t0006,n4657,0.0
3311,t0006,n4658,0.0
3312,t0006,n4659,0.0
3313,t0006,n4660,0.0
3314,t0006,n4661,0.0
3315,t0006,n4662,0.0
3316,t0006,n4663,0.0
3317,t0006,n4664,0.0
3318,t0006,n4665,0.0
3319,t0006,n4666,0.0
3320,t0006,n4667,0.0
3322,t0006,n4669,0.0
3342,t0006,n4689,0.0
3343,t0006,n4690,0.0
3344,t0006,n4691,0.0
3365,t0006,n4712,0.0
3366,t0006,n4713,0.0
3367,t0006,n4714,0.0
3368,t0006,n4715,0.0
3369,t0006,n4716,0.0
3370,t0006,n4717,0.0
3371,t0006,n4718,0.0
3372,t0006,n4719,0.0
3373,t0006,n4720,0.0
3374,t0006,n4721,0.0
3375,t0006,n4722,0.0
3376,t0006,n4723,0.0
3377,t0006,n4724,0.0
3378,t0006,n4725,0.0
3379,t0006,n4726,0.0
3364,t0006,n4711,0.0
3363,t0006,n4710,0.0
3362,t0006,n4709,0.0
3361,t0006,n4708,0.0
3345,t0006,n4692,0.0
3346,t0006,n4693,0.0
3347,t0006,n4694,0.0
3348,t0006,n4695,0.0
3349,t0006,n4696,0.0
3350,t0006,n4697,0.0
3351,t0006,n4698,0.0
3305,t0006,n4652,0.0
3352,t0006,n4699,0.0
3354,t0006,n4701,0.0
3355,t0006,n4702,0.0
3356,t0006,n4703,0.0
3357,t0006,n4704,0.0
3358,t0006,n4705,0.0
3359,t0006,n4706,0.0
3360,t0006,n4707,0.0
3353,t0006,n4700,0.0
3304,t0006,n4651,0.0
3341,t0006,n4688,0.0
3302,t0006,n4649,0.0
3249,t0006,n4596,0.0
3250,t0006,n4597,0.0
3251,t0006,n4598,0.0
3252,t0006,n4599,0.0
3253,t0006,n4600,0.0
3254,t0006,n4601,0.0
