index,timestep,node,net_export
8342,t0014,n4769,0.0
8363,t0014,n4790,0.0
8364,t0014,n4791,0.0
8365,t0014,n4793,-101.57111111111112
8366,t0014,n4798,-203.14222222222224
8367,t0014,n4799,-101.57111111111112
8368,t0014,n4800,-50.78555555555556
8369,t0014,n4825,-429.92339622641504
8370,t0014,n4826,-62.22575471698112
8371,t0014,n4836,-723.4866666666667
8372,t0014,n4842,-723.4866666666667
8373,t0014,n4844,0.0
8374,t0014,n4845,0.0
8375,t0014,n4846,0.0
8376,t0014,n4847,0.0
8377,t0014,n4848,0.0
8362,t0014,n4789,0.0
8361,t0014,n4788,0.0
8360,t0014,n4787,0.0
8359,t0014,n4786,0.0
8343,t0014,n4770,0.0
8344,t0014,n4771,0.0
8345,t0014,n4772,0.0
8346,t0014,n4773,0.0
8347,t0014,n4774,0.0
8348,t0014,n4775,0.0
8349,t0014,n4776,0.0
8341,t0014,n4768,0.0
8350,t0014,n4777,0.0
8352,t0014,n4779,0.0
8353,t0014,n4780,0.0
8354,t0014,n4781,0.0
8355,t0014,n4782,0.0
8356,t0014,n4783,0.0
8357,t0014,n4784,0.0
8358,t0014,n4785,0.0
8351,t0014,n4778,0.0
8455,t0014,n5683,0.0
8532,t0014,n7688,0.0
8457,t0014,n5685,0.0
8556,t0014,n7850,0.0
8557,t0014,n7852,0.0
8558,t0014,n7857,0.0
8559,t0014,n7863,0.0
8560,t0014,n7870,0.0
8561,t0014,n7871,0.0
8562,t0014,n7872,0.0
8563,t0014,n7873,0.0
8564,t0014,n7878,0.0
8565,t0014,n7879,0.0
8566,t0014,n7884,0.0
8567,t0014,n7888,0.0
8568,t0014,n7889,0.0
8569,t0014,n7890,0.0
8570,t0014,n7892,0.0
8555,t0014,n7823,0.0
8571,t0014,n7897,0.0
8554,t0014,n7805,0.0
8552,t0014,n7798,0.0
8537,t0014,n7721,0.0
8538,t0014,n7723,0.0
8539,t0014,n7724,0.0
8540,t0014,n7726,0.0
8541,t0014,n7729,-395.8900201060136
8542,t0014,n7745,0.0
8543,t0014,n7756,0.0
8544,t0014,n7760,0.0
8545,t0014,n7769,0.0
8546,t0014,n7783,0.0
8547,t0014,n7786,0.0
8548,t0014,n7788,0.0
8549,t0014,n7790,0.0
8550,t0014,n7791,0.0
8551,t0014,n7795,0.0
8553,t0014,n7800,0.0
8572,t0014,n7901,0.0
8573,t0014,n7907,0.0
8574,t0014,n7910,0.0
8595,t0014,n8002,0.0
8596,t0014,n8013,0.0
8597,t0014,n8015,0.0
8598,t0014,n8016,0.0
8599,t0014,n8028,0.0
8600,t0014,n8043,0.0
8601,t0014,n8045,0.0
8602,t0014,n8046,0.0
8603,t0014,n8047,0.0
8604,t0014,n8051,0.0
8605,t0014,n8052,0.0
8606,t0014,n8055,0.0
8607,t0014,n8060,0.0
8608,t0014,n8061,0.0
8303,t0014,n4730,0.0
8594,t0014,n7998,0.0
8593,t0014,n7996,0.0
8592,t0014,n7989,0.0
8591,t0014,n7988,0.0
8575,t0014,n7913,0.0
8576,t0014,n7916,0.0
8577,t0014,n7933,0.0
8578,t0014,n7934,0.0
8579,t0014,n7938,0.0
8580,t0014,n7939,0.0
8581,t0014,n7941,0.0
8536,t0014,n7720,0.0
8582,t0014,n7944,0.0
8584,t0014,n7959,0.0
8585,t0014,n7961,-661.845
8586,t0014,n7967,0.0
8587,t0014,n7975,0.0
8588,t0014,n7976,0.0
8589,t0014,n7983,0.0
8590,t0014,n7984,0.0
8583,t0014,n7952,0.0
8535,t0014,n7712,0.0
8534,t0014,n7711,0.0
8533,t0014,n7704,0.0
8478,t0014,n5726,0.0
8479,t0014,n5732,0.0
8480,t0014,n5733,0.0
8481,t0014,n5734,0.0
8482,t0014,n5735,0.0
8483,t0014,n5738,0.0
8484,t0014,n5739,0.0
8485,t0014,n6839,0.0
8486,t0014,n6841,0.0
8487,t0014,n6842,0.0
8488,t0014,n6843,0.0
8489,t0014,n6844,0.0
8490,t0014,n6845,0.0
8491,t0014,n6846,0.0
8492,t0014,n6847,0.0
8477,t0014,n5725,0.0
8476,t0014,n5724,0.0
8475,t0014,n5722,0.0
8474,t0014,n5718,0.0
8458,t0014,n5686,0.0
8459,t0014,n5687,0.0
8460,t0014,n5688,0.0
8461,t0014,n5689,0.0
8462,t0014,n5690,0.0
8463,t0014,n5692,0.0
8464,t0014,n5693,0.0
8493,t0014,n6848,0.0
8465,t0014,n5694,0.0
8467,t0014,n5696,0.0
8468,t0014,n5697,0.0
8469,t0014,n5702,-723.4866666666667
8470,t0014,n5710,0.0
8471,t0014,n5711,0.0
8472,t0014,n5713,0.0
8473,t0014,n5714,0.0
8466,t0014,n5695,0.0
8456,t0014,n5684,0.0
8494,t0014,n6849,0.0
8496,t0014,n6851,0.0
8517,t0014,n7280,0.0
8518,t0014,n7281,0.0
8519,t0014,n7282,0.0
8520,t0014,n7486,0.0
8521,t0014,n7487,0.0
8522,t0014,n7489,0.0
8523,t0014,n7610,0.0
8524,t0014,n7637,0.0
8525,t0014,n7641,0.0
8526,t0014,n7649,0.0
8527,t0014,n7652,0.0
8528,t0014,n7653,0.0
8529,t0014,n7672,0.0
8530,t0014,n7681,0.0
8531,t0014,n7682,0.0
8516,t0014,n7279,0.0
8515,t0014,n7278,0.0
8514,t0014,n7277,0.0
8513,t0014,n7276,0.0
8497,t0014,n6852,0.0
8498,t0014,n6853,0.0
8499,t0014,n6854,0.0
8500,t0014,n7151,0.0
8501,t0014,n7261,0.0
8502,t0014,n7264,0.0
8503,t0014,n7266,0.0
8495,t0014,n6850,0.0
8504,t0014,n7267,0.0
8506,t0014,n7269,0.0
8507,t0014,n7270,0.0
8508,t0014,n7271,0.0
8509,t0014,n7272,0.0
8510,t0014,n7273,0.0
8511,t0014,n7274,0.0
8512,t0014,n7275,0.0
8505,t0014,n7268,0.0
8302,t0014,n4729,0.0
8609,t0014,n8066,0.0
8300,t0014,n4727,0.0
8091,t0014,n4505,0.0
8092,t0014,n4506,0.0
8093,t0014,n4507,0.0
8094,t0014,n4508,0.0
8095,t0014,n4509,0.0
8096,t0014,n4510,0.0
8097,t0014,n4511,0.0
8098,t0014,n4512,0.0
8099,t0014,n4513,0.0
8100,t0014,n4514,0.0
8101,t0014,n4515,0.0
8102,t0014,n4516,0.0
8103,t0014,n4517,0.0
8104,t0014,n4518,0.0
8105,t0014,n4519,0.0
8090,t0014,n4504,0.0
8106,t0014,n4520,0.0
8089,t0014,n4503,0.0
8087,t0014,n4501,0.0
8072,t0014,n3512,-1789.3944876325088
8073,t0014,n3520,-894.6972438162544
8074,t0014,n3581,-429.92339622641504
8075,t0014,n3587,-62.22575471698112
8076,t0014,n3610,-214.96169811320752
8077,t0014,n3735,-2948.9466666666667
8078,t0014,n3739,-737.2366666666667
8079,t0014,n3827,-737.2366666666667
8080,t0014,n3848,0.0
8081,t0014,n4494,-661.845
8082,t0014,n4496,0.0
8083,t0014,n4497,0.0
8084,t0014,n4498,0.0
8085,t0014,n4499,0.0
8086,t0014,n4500,0.0
8088,t0014,n4502,0.0
8107,t0014,n4521,0.0
8108,t0014,n4522,0.0
8109,t0014,n4523,0.0
8130,t0014,n4544,0.0
8131,t0014,n4545,0.0
8132,t0014,n4546,0.0
8133,t0014,n4547,0.0
8134,t0014,n4548,0.0
8135,t0014,n4549,0.0
8136,t0014,n4550,0.0
8137,t0014,n4551,0.0
8138,t0014,n4552,0.0
8139,t0014,n4553,0.0
8140,t0014,n4554,0.0
8141,t0014,n4555,0.0
8142,t0014,n4556,0.0
8143,t0014,n4557,0.0
8144,t0014,n4558,0.0
8129,t0014,n4543,0.0
8128,t0014,n4542,0.0
8127,t0014,n4541,0.0
8126,t0014,n4540,0.0
8110,t0014,n4524,0.0
8111,t0014,n4525,0.0
8112,t0014,n4526,0.0
8113,t0014,n4527,0.0
8114,t0014,n4528,0.0
8115,t0014,n4529,0.0
8116,t0014,n4530,0.0
8071,t0014,n3507,0.0
8117,t0014,n4531,0.0
8119,t0014,n4533,0.0
8120,t0014,n4534,0.0
8121,t0014,n4535,0.0
8122,t0014,n4536,0.0
8123,t0014,n4537,0.0
8124,t0014,n4538,0.0
8125,t0014,n4539,0.0
8118,t0014,n4532,0.0
8145,t0014,n4559,0.0
8070,t0014,n3505,0.0
8068,t0014,n3503,0.0
8014,t0014,n3322,0.0
8015,t0014,n3323,0.0
8016,t0014,n3324,0.0
8017,t0014,n3348,-647.4782685512367
8018,t0014,n3453,0.0
8019,t0014,n3454,0.0
8020,t0014,n3455,0.0
8021,t0014,n3456,0.0
8022,t0014,n3457,0.0
8023,t0014,n3458,0.0
8024,t0014,n3459,0.0
8025,t0014,n3460,0.0
8026,t0014,n3461,0.0
8027,t0014,n3462,0.0
8028,t0014,n3463,0.0
8013,t0014,n3321,0.0
8029,t0014,n3464,0.0
8012,t0014,n3320,0.0
8010,t0014,n3318,0.0
7995,t0014,n3303,0.0
7996,t0014,n3304,0.0
7997,t0014,n3305,0.0
7998,t0014,n3306,0.0
7999,t0014,n3307,0.0
8000,t0014,n3308,0.0
8001,t0014,n3309,0.0
8002,t0014,n3310,0.0
8003,t0014,n3311,0.0
8004,t0014,n3312,0.0
8005,t0014,n3313,0.0
8006,t0014,n3314,0.0
8007,t0014,n3315,0.0
8008,t0014,n3316,0.0
8009,t0014,n3317,0.0
8011,t0014,n3319,0.0
8030,t0014,n3465,0.0
8031,t0014,n3466,0.0
8032,t0014,n3467,0.0
8053,t0014,n3488,0.0
8054,t0014,n3489,0.0
8055,t0014,n3490,0.0
8056,t0014,n3491,0.0
8057,t0014,n3492,0.0
8058,t0014,n3493,0.0
8059,t0014,n3494,0.0
8060,t0014,n3495,0.0
8061,t0014,n3496,0.0
8062,t0014,n3497,0.0
8063,t0014,n3498,0.0
8064,t0014,n3499,0.0
8065,t0014,n3500,0.0
8066,t0014,n3501,0.0
8067,t0014,n3502,0.0
8052,t0014,n3487,0.0
8051,t0014,n3486,0.0
8050,t0014,n3485,0.0
8049,t0014,n3484,0.0
8033,t0014,n3468,0.0
8034,t0014,n3469,0.0
8035,t0014,n3470,0.0
8036,t0014,n3471,0.0
8037,t0014,n3472,0.0
8038,t0014,n3473,0.0
8039,t0014,n3474,0.0
8069,t0014,n3504,0.0
8040,t0014,n3475,0.0
8042,t0014,n3477,0.0
8043,t0014,n3478,0.0
8044,t0014,n3479,0.0
8045,t0014,n3480,0.0
8046,t0014,n3481,0.0
8047,t0014,n3482,0.0
8048,t0014,n3483,0.0
8041,t0014,n3476,0.0
8146,t0014,n4560,0.0
8301,t0014,n4728,0.0
8148,t0014,n4562,0.0
8246,t0014,n4673,0.0
8247,t0014,n4674,0.0
8248,t0014,n4675,0.0
8249,t0014,n4676,0.0
8250,t0014,n4677,0.0
8251,t0014,n4678,0.0
8252,t0014,n4679,0.0
8253,t0014,n4680,0.0
8254,t0014,n4681,0.0
8255,t0014,n4682,0.0
8256,t0014,n4683,0.0
8257,t0014,n4684,0.0
8258,t0014,n4685,0.0
8259,t0014,n4686,0.0
8260,t0014,n4687,0.0
8245,t0014,n4672,0.0
8147,t0014,n4561,0.0
8244,t0014,n4671,0.0
8242,t0014,n4669,0.0
8227,t0014,n4654,0.0
8228,t0014,n4655,0.0
8229,t0014,n4656,0.0
8230,t0014,n4657,0.0
8231,t0014,n4658,0.0
8232,t0014,n4659,0.0
8233,t0014,n4660,0.0
8234,t0014,n4661,0.0
8235,t0014,n4662,0.0
8236,t0014,n4663,0.0
8237,t0014,n4664,0.0
8238,t0014,n4665,0.0
8239,t0014,n4666,0.0
8240,t0014,n4667,0.0
8241,t0014,n4668,0.0
8243,t0014,n4670,0.0
8262,t0014,n4689,0.0
8263,t0014,n4690,0.0
8264,t0014,n4691,0.0
8285,t0014,n4712,0.0
8286,t0014,n4713,0.0
8287,t0014,n4714,0.0
8288,t0014,n4715,0.0
8289,t0014,n4716,0.0
8290,t0014,n4717,0.0
8291,t0014,n4718,0.0
8292,t0014,n4719,0.0
8293,t0014,n4720,0.0
8294,t0014,n4721,0.0
8295,t0014,n4722,0.0
8296,t0014,n4723,0.0
8297,t0014,n4724,0.0
8298,t0014,n4725,0.0
8299,t0014,n4726,0.0
8284,t0014,n4711,0.0
8283,t0014,n4710,0.0
8282,t0014,n4709,0.0
8281,t0014,n4708,0.0
8265,t0014,n4692,0.0
8266,t0014,n4693,0.0
8267,t0014,n4694,0.0
8268,t0014,n4695,0.0
8269,t0014,n4696,0.0
8270,t0014,n4697,0.0
8271,t0014,n4698,0.0
8226,t0014,n4653,0.0
8272,t0014,n4699,0.0
8274,t0014,n4701,0.0
8275,t0014,n4702,0.0
8276,t0014,n4703,0.0
8277,t0014,n4704,0.0
8278,t0014,n4705,0.0
8279,t0014,n4706,0.0
8280,t0014,n4707,0.0
8273,t0014,n4700,0.0
8225,t0014,n4652,0.0
8261,t0014,n4688,0.0
8223,t0014,n4650,0.0
8169,t0014,n4596,0.0
8170,t0014,n4597,0.0
8171,t0014,n4598,0.0
8172,t0014,n4599,0.0
8173,t0014,n4600,0.0
8174,t0014,n4601,0.0
8175,t0014,n4602,0.0
8176,t0014,n4603,0.0
8177,t0014,n4604,0.0
8178,t0014,n4605,0.0
8179,t0014,n4606,0.0
8180,t0014,n4607,0.0
8181,t0014,n4608,0.0
8182,t0014,n4609,0.0
8183,t0014,n4610,0.0
8168,t0014,n4595,0.0
8167,t0014,n4594,0.0
8166,t0014,n4593,0.0
8165,t0014,n4592,0.0
8224,t0014,n4651,0.0
8150,t0014,n4575,0.0
8151,t0014,n4576,0.0
8152,t0014,n4577,0.0
8153,t0014,n4579,0.0
8154,t0014,n4580,0.0
8155,t0014,n4581,0.0
8184,t0014,n4611,0.0
8156,t0014,n4583,0.0
8158,t0014,n4585,0.0
8159,t0014,n4586,0.0
8160,t0014,n4587,0.0
8161,t0014,n4588,0.0
8162,t0014,n4589,0.0
8163,t0014,n4590,0.0
8164,t0014,n4591,0.0
8157,t0014,n4584,0.0
8185,t0014,n4612,0.0
8149,t0014,n4569,-490.875
8187,t0014,n4614,0.0
8208,t0014,n4635,0.0
8209,t0014,n4636,0.0
8210,t0014,n4637,0.0
8211,t0014,n4638,0.0
8212,t0014,n4639,0.0
8186,t0014,n4613,0.0
8214,t0014,n4641,0.0
8215,t0014,n4642,0.0
8216,t0014,n4643,0.0
8217,t0014,n4644,0.0
8218,t0014,n4645,0.0
8219,t0014,n4646,0.0
8220,t0014,n4647,0.0
8221,t0014,n4648,0.0
8222,t0014,n4649,0.0
8207,t0014,n4634,0.0
8206,t0014,n4633,0.0
8213,t0014,n4640,0.0
8204,t0014,n4631,0.0
8205,t0014,n4632,0.0
8189,t0014,n4616,0.0
8190,t0014,n4617,0.0
8191,t0014,n4618,0.0
8192,t0014,n4619,0.0
8193,t0014,n4620,0.0
8194,t0014,n4621,0.0
8195,t0014,n4622,0.0
8188,t0014,n4615,0.0
8197,t0014,n4624,0.0
8198,t0014,n4625,0.0
8199,t0014,n4626,0.0
8200,t0014,n4627,0.0
8201,t0014,n4628,0.0
8202,t0014,n4629,0.0
8203,t0014,n4630,0.0
8196,t0014,n4623,0.0
9015,t0015,n5553,0.0
9016,t0015,n5554,0.0
9017,t0015,n5555,0.0
9018,t0015,n5556,0.0
9019,t0015,n5557,0.0
9020,t0015,n5559,-532.985
9021,t0015,n5572,0.0
9025,t0015,n5596,0.0
9023,t0015,n5591,0.0
9024,t0015,n5592,0.0
9026,t0015,n5597,0.0
9027,t0015,n5598,0.0
9028,t0015,n5599,0.0
9029,t0015,n5602,-68.63986931091206
9022,t0015,n5579,0.0
9014,t0015,n5552,0.0
8996,t0015,n5525,-0.0
9012,t0015,n5550,0.0
9030,t0015,n5606,-1377.8568360445986
8997,t0015,n5534,0.0
8998,t0015,n5535,0.0
8999,t0015,n5536,0.0
9000,t0015,n5537,0.0
9001,t0015,n5538,0.0
9002,t0015,n5539,0.0
9013,t0015,n5551,0.0
9003,t0015,n5540,0.0
9005,t0015,n5542,0.0
9006,t0015,n5543,0.0
9007,t0015,n5544,0.0
9008,t0015,n5545,0.0
9009,t0015,n5546,0.0
9010,t0015,n5547,0.0
9011,t0015,n5549,0.0
9004,t0015,n5541,0.0
9031,t0015,n5643,0.0
9049,t0015,n5662,0.0
9033,t0015,n5645,0.0
9054,t0015,n5667,0.0
9055,t0015,n5668,0.0
9056,t0015,n5669,0.0
9057,t0015,n5670,0.0
9058,t0015,n5671,0.0
9059,t0015,n5672,0.0
9060,t0015,n5673,0.0
9061,t0015,n5674,0.0
9062,t0015,n5675,0.0
9063,t0015,n5676,0.0
9064,t0015,n5677,0.0
9065,t0015,n5678,0.0
9066,t0015,n5679,0.0
9067,t0015,n5680,0.0
9068,t0015,n5681,0.0
9053,t0015,n5666,0.0
9032,t0015,n5644,0.0
9052,t0015,n5665,0.0
9050,t0015,n5663,0.0
9034,t0015,n5646,0.0
9035,t0015,n5647,0.0
9036,t0015,n5648,0.0
9037,t0015,n5649,0.0
9038,t0015,n5650,0.0
9039,t0015,n5651,0.0
9040,t0015,n5653,0.0
9041,t0015,n5654,0.0
9042,t0015,n5655,0.0
9043,t0015,n5656,0.0
9044,t0015,n5657,0.0
9045,t0015,n5658,0.0
9046,t0015,n5659,0.0
9047,t0015,n5660,0.0
9048,t0015,n5661,0.0
9051,t0015,n5664,0.0
8995,t0015,n4855,0.0
8919,t0015,n4731,0.0
8993,t0015,n4852,0.0
8939,t0015,n4751,0.0
8940,t0015,n4752,0.0
8941,t0015,n4753,0.0
8942,t0015,n4754,0.0
8943,t0015,n4755,0.0
8944,t0015,n4756,0.0
8945,t0015,n4757,0.0
8946,t0015,n4758,0.0
8947,t0015,n4759,0.0
8948,t0015,n4760,0.0
8949,t0015,n4761,0.0
8950,t0015,n4762,0.0
8951,t0015,n4763,0.0
8952,t0015,n4764,0.0
8953,t0015,n4765,0.0
8938,t0015,n4750,0.0
8937,t0015,n4749,0.0
8936,t0015,n4748,0.0
8935,t0015,n4747,0.0
9069,t0015,n5682,0.0
8920,t0015,n4732,0.0
8921,t0015,n4733,0.0
8922,t0015,n4734,0.0
8923,t0015,n4735,0.0
8924,t0015,n4736,0.0
8925,t0015,n4737,0.0
8954,t0015,n4766,0.0
8926,t0015,n4738,0.0
8928,t0015,n4740,0.0
8929,t0015,n4741,0.0
8930,t0015,n4742,0.0
8931,t0015,n4743,0.0
8932,t0015,n4744,0.0
8933,t0015,n4745,0.0
8934,t0015,n4746,0.0
8927,t0015,n4739,0.0
8994,t0015,n4854,0.0
8955,t0015,n4767,0.0
8957,t0015,n4769,0.0
8978,t0015,n4790,0.0
8979,t0015,n4791,0.0
8980,t0015,n4793,-100.28222222222225
8981,t0015,n4798,-200.5644444444445
8982,t0015,n4799,-100.28222222222225
8983,t0015,n4800,-50.14111111111112
8984,t0015,n4825,-427.4820754716981
8985,t0015,n4826,-61.87240566037735
8986,t0015,n4836,-685.6299999999999
8987,t0015,n4842,-685.6299999999999
8988,t0015,n4844,0.0
8989,t0015,n4845,0.0
8990,t0015,n4846,0.0
8991,t0015,n4847,0.0
8992,t0015,n4848,0.0
8977,t0015,n4789,0.0
8976,t0015,n4788,0.0
8975,t0015,n4787,0.0
8974,t0015,n4786,0.0
8958,t0015,n4770,0.0
8959,t0015,n4771,0.0
8960,t0015,n4772,0.0
8961,t0015,n4773,0.0
8962,t0015,n4774,0.0
8963,t0015,n4775,0.0
8964,t0015,n4776,0.0
8956,t0015,n4768,0.0
8965,t0015,n4777,0.0
8967,t0015,n4779,0.0
8968,t0015,n4780,0.0
8969,t0015,n4781,0.0
8970,t0015,n4782,0.0
8971,t0015,n4783,0.0
8972,t0015,n4784,0.0
8973,t0015,n4785,0.0
8966,t0015,n4778,0.0
9070,t0015,n5683,0.0
9147,t0015,n7688,0.0
9072,t0015,n5685,0.0
9171,t0015,n7850,0.0
9172,t0015,n7852,0.0
9173,t0015,n7857,0.0
9174,t0015,n7863,0.0
9175,t0015,n7870,0.0
9176,t0015,n7871,0.0
9177,t0015,n7872,0.0
9178,t0015,n7873,0.0
9179,t0015,n7878,0.0
9180,t0015,n7879,0.0
9181,t0015,n7884,0.0
9182,t0015,n7888,0.0
9183,t0015,n7889,0.0
9184,t0015,n7890,0.0
9185,t0015,n7892,0.0
9170,t0015,n7823,0.0
9186,t0015,n7897,0.0
9169,t0015,n7805,0.0
9167,t0015,n7798,0.0
9152,t0015,n7721,0.0
9153,t0015,n7723,0.0
9154,t0015,n7724,0.0
9155,t0015,n7726,0.0
9156,t0015,n7729,-398.8532946444891
9157,t0015,n7745,0.0
9158,t0015,n7756,0.0
9159,t0015,n7760,0.0
9160,t0015,n7769,0.0
9161,t0015,n7783,0.0
9162,t0015,n7786,0.0
9163,t0015,n7788,0.0
9164,t0015,n7790,0.0
9165,t0015,n7791,0.0
9166,t0015,n7795,0.0
9168,t0015,n7800,0.0
9187,t0015,n7901,0.0
9188,t0015,n7907,0.0
9189,t0015,n7910,0.0
9210,t0015,n8002,0.0
9211,t0015,n8013,0.0
9212,t0015,n8015,0.0
9213,t0015,n8016,0.0
9214,t0015,n8028,0.0
9215,t0015,n8043,0.0
9216,t0015,n8045,0.0
9217,t0015,n8046,0.0
9218,t0015,n8047,0.0
9219,t0015,n8051,0.0
9220,t0015,n8052,0.0
9221,t0015,n8055,0.0
9222,t0015,n8060,0.0
9223,t0015,n8061,0.0
8918,t0015,n4730,0.0
9209,t0015,n7998,0.0
9208,t0015,n7996,0.0
9207,t0015,n7989,0.0
9206,t0015,n7988,0.0
9190,t0015,n7913,0.0
9191,t0015,n7916,0.0
9192,t0015,n7933,0.0
9193,t0015,n7934,0.0
9194,t0015,n7938,0.0
9195,t0015,n7939,0.0
9196,t0015,n7941,0.0
9151,t0015,n7720,0.0
9197,t0015,n7944,0.0
9199,t0015,n7959,0.0
9200,t0015,n7961,-725.155
9201,t0015,n7967,0.0
9202,t0015,n7975,0.0
9203,t0015,n7976,0.0
9204,t0015,n7983,0.0
9205,t0015,n7984,0.0
9198,t0015,n7952,0.0
9150,t0015,n7712,0.0
9149,t0015,n7711,0.0
9148,t0015,n7704,0.0
9093,t0015,n5726,0.0
9094,t0015,n5732,0.0
9095,t0015,n5733,0.0
9096,t0015,n5734,0.0
9097,t0015,n5735,0.0
9098,t0015,n5738,0.0
9099,t0015,n5739,0.0
9100,t0015,n6839,0.0
9101,t0015,n6841,0.0
9102,t0015,n6842,0.0
9103,t0015,n6843,0.0
9104,t0015,n6844,0.0
9105,t0015,n6845,0.0
9106,t0015,n6846,0.0
9107,t0015,n6847,0.0
9092,t0015,n5725,0.0
9091,t0015,n5724,0.0
9090,t0015,n5722,0.0
9089,t0015,n5718,0.0
9073,t0015,n5686,0.0
9074,t0015,n5687,0.0
9075,t0015,n5688,0.0
9076,t0015,n5689,0.0
9077,t0015,n5690,0.0
9078,t0015,n5692,0.0
9079,t0015,n5693,0.0
9108,t0015,n6848,0.0
9080,t0015,n5694,0.0
9082,t0015,n5696,0.0
9083,t0015,n5697,0.0
9084,t0015,n5702,-685.6299999999999
9085,t0015,n5710,0.0
9086,t0015,n5711,0.0
9087,t0015,n5713,0.0
9088,t0015,n5714,0.0
9081,t0015,n5695,0.0
9071,t0015,n5684,0.0
9109,t0015,n6849,0.0
9111,t0015,n6851,0.0
9132,t0015,n7280,0.0
9133,t0015,n7281,0.0
9134,t0015,n7282,0.0
9135,t0015,n7486,0.0
9136,t0015,n7487,0.0
9137,t0015,n7489,0.0
9138,t0015,n7610,0.0
9139,t0015,n7637,0.0
9140,t0015,n7641,0.0
9141,t0015,n7649,0.0
9142,t0015,n7652,0.0
9143,t0015,n7653,0.0
9144,t0015,n7672,0.0
9145,t0015,n7681,0.0
9146,t0015,n7682,0.0
9131,t0015,n7279,0.0
9130,t0015,n7278,0.0
9129,t0015,n7277,0.0
9128,t0015,n7276,0.0
9112,t0015,n6852,0.0
9113,t0015,n6853,0.0
9114,t0015,n6854,0.0
9115,t0015,n7151,0.0
9116,t0015,n7261,0.0
9117,t0015,n7264,0.0
9118,t0015,n7266,0.0
9110,t0015,n6850,0.0
9119,t0015,n7267,0.0
9121,t0015,n7269,0.0
9122,t0015,n7270,0.0
9123,t0015,n7271,0.0
9124,t0015,n7272,0.0
9125,t0015,n7273,0.0
9126,t0015,n7274,0.0
9127,t0015,n7275,0.0
9120,t0015,n7268,0.0
8917,t0015,n4729,0.0
9224,t0015,n8066,0.0
8915,t0015,n4727,0.0
8706,t0015,n4505,0.0
8707,t0015,n4506,0.0
8708,t0015,n4507,0.0
8709,t0015,n4508,0.0
8710,t0015,n4509,0.0
8711,t0015,n4510,0.0
8712,t0015,n4511,0.0
8713,t0015,n4512,0.0
8714,t0015,n4513,0.0
8715,t0015,n4514,0.0
8716,t0015,n4515,0.0
8717,t0015,n4516,0.0
8718,t0015,n4517,0.0
8719,t0015,n4518,0.0
8720,t0015,n4519,0.0
8705,t0015,n4504,0.0
8721,t0015,n4520,0.0
8704,t0015,n4503,0.0
8702,t0015,n4501,0.0
8687,t0015,n3512,-1885.320989399293
8688,t0015,n3520,-942.6604946996464
8689,t0015,n3581,-427.4820754716981
8690,t0015,n3587,-61.87240566037735
8691,t0015,n3610,-213.74103773584903
8692,t0015,n3735,-3237.126666666667
8693,t0015,n3739,-809.2816666666668
8694,t0015,n3827,-809.2816666666668
8695,t0015,n3848,0.0
8696,t0015,n4494,-725.155
8697,t0015,n4496,0.0
8698,t0015,n4497,0.0
8699,t0015,n4498,0.0
8700,t0015,n4499,0.0
8701,t0015,n4500,0.0
8703,t0015,n4502,0.0
8722,t0015,n4521,0.0
8723,t0015,n4522,0.0
8724,t0015,n4523,0.0
8745,t0015,n4544,0.0
8746,t0015,n4545,0.0
8747,t0015,n4546,0.0
8748,t0015,n4547,0.0
8749,t0015,n4548,0.0
8750,t0015,n4549,0.0
8751,t0015,n4550,0.0
8752,t0015,n4551,0.0
8753,t0015,n4552,0.0
8754,t0015,n4553,0.0
8755,t0015,n4554,0.0
8756,t0015,n4555,0.0
8757,t0015,n4556,0.0
8758,t0015,n4557,0.0
8759,t0015,n4558,0.0
8744,t0015,n4543,0.0
8743,t0015,n4542,0.0
8742,t0015,n4541,0.0
8741,t0015,n4540,0.0
8725,t0015,n4524,0.0
8726,t0015,n4525,0.0
8727,t0015,n4526,0.0
8728,t0015,n4527,0.0
8729,t0015,n4528,0.0
8730,t0015,n4529,0.0
8731,t0015,n4530,0.0
8686,t0015,n3507,0.0
8732,t0015,n4531,0.0
8734,t0015,n4533,0.0
8735,t0015,n4534,0.0
8736,t0015,n4535,0.0
8737,t0015,n4536,0.0
8738,t0015,n4537,0.0
8739,t0015,n4538,0.0
8740,t0015,n4539,0.0
8733,t0015,n4532,0.0
8760,t0015,n4559,0.0
8685,t0015,n3505,0.0
8683,t0015,n3503,0.0
8629,t0015,n3322,0.0
8630,t0015,n3323,0.0
8631,t0015,n3324,0.0
8632,t0015,n3348,-682.1885159010601
8633,t0015,n3453,0.0
8634,t0015,n3454,0.0
8635,t0015,n3455,0.0
8636,t0015,n3456,0.0
8637,t0015,n3457,0.0
8638,t0015,n3458,0.0
8639,t0015,n3459,0.0
8640,t0015,n3460,0.0
8641,t0015,n3461,0.0
8642,t0015,n3462,0.0
8643,t0015,n3463,0.0
8628,t0015,n3321,0.0
8644,t0015,n3464,0.0
8627,t0015,n3320,0.0
8625,t0015,n3318,0.0
8610,t0015,n3303,0.0
8611,t0015,n3304,0.0
8612,t0015,n3305,0.0
8613,t0015,n3306,0.0
8614,t0015,n3307,0.0
8615,t0015,n3308,0.0
8616,t0015,n3309,0.0
8617,t0015,n3310,0.0
8618,t0015,n3311,0.0
8619,t0015,n3312,0.0
8620,t0015,n3313,0.0
8621,t0015,n3314,0.0
